p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality_name,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season
andreaschristensen,2019,40,211,1842.0,21,35,6236.0,74,1996-04-10,187.625,77.75,Denmark,Low/Medium,63.25,69.25,75.125,Defender,23,2833.0,35.0,80.94285714285714,13.5,17.5,22.08609760936635,2.5,1.0,0.0,422.0,15.0
andreaschristensen,2020,54,211,1544.0,17,23,6236.0,74,1996-04-10,187.625,77.75,Denmark,Low/Medium,63.25,69.25,75.125,Defender,24,4675.0,56.0,83.48214285714286,22.333333333333332,18.666666666666668,22.08609760936635,2.5,1.0,1.0,633.0,40.0
andregray,2018,43,102,1465.0,29,30,6251.0,115,1991-06-26,179.75,77.625,England,High/Medium,87.25,71.125,72.0,Forward,27,,,,,,24.025023164223217,3.5,2.0,,,
andrewisdom,2015,47,129,868.0,10,17,4105.0,48,1993-05-09,186.0,78.0,England,Medium/Medium,69.85714285714286,76.57142857142857,70.28571428571429,Defender,22,,,,,,22.54595907041276,3.0,1.0,,,
andrewrobertson,2016,42,111,2887.0,33,34,16761.0,189,1994-03-11,178.0,63.625,Scotland,High/High,82.375,72.375,79.0,Defender,22,,,,,,20.081113495770737,4.0,1.0,,,
andrewrobertson,2017,2,111,2038.0,22,27,16761.0,189,1994-03-11,178.0,63.625,Scotland,High/High,82.375,72.375,79.0,Defender,23,2887.0,33.0,87.48484848484848,42.0,33.0,20.081113495770737,4.0,1.0,1.0,111.0,42.0
andrewrobertson,2018,20,111,3384.0,36,37,16761.0,189,1994-03-11,178.0,63.625,Scotland,High/High,82.375,72.375,79.0,Defender,24,4925.0,55.0,89.54545454545455,22.0,27.5,20.081113495770737,4.0,1.0,0.0,222.0,2.0
andrewrobertson,2019,11,111,3278.0,36,36,16761.0,189,1994-03-11,178.0,63.625,Scotland,High/High,82.375,72.375,79.0,Defender,25,8309.0,91.0,91.3076923076923,21.333333333333332,30.333333333333332,20.081113495770737,4.0,1.0,0.0,333.0,20.0
andrewrobertson,2020,4,111,3563.0,38,38,16761.0,189,1994-03-11,178.0,63.625,Scotland,High/High,82.375,72.375,79.0,Defender,26,11587.0,127.0,91.23622047244095,18.75,31.75,20.081113495770737,4.0,1.0,0.0,444.0,11.0
andrewsurman,2009,8,388,350.0,7,14,11925.0,144,1986-08-20,178.0,73.0,England,Medium/Medium,60.166666666666664,69.0,73.5,Midfielder,23,,,,,,23.04002019946976,3.0,3.0,,,
andrewsurman,2012,146,388,278.0,4,8,11925.0,144,1986-08-20,178.0,73.0,England,Medium/Medium,60.166666666666664,69.0,73.5,Midfielder,26,350.0,7.0,50.0,8.0,7.0,23.04002019946976,3.0,3.0,0.0,388.0,8.0
andrewsurman,2016,106,388,1927.0,22,22,11925.0,144,1986-08-20,178.0,73.0,England,Medium/Medium,60.166666666666664,69.0,73.5,Midfielder,30,628.0,11.0,57.09090909090909,77.0,5.5,23.04002019946976,3.0,3.0,1.0,776.0,146.0
andrewsurman,2018,82,388,1522.0,18,30,11925.0,144,1986-08-20,178.0,73.0,England,Medium/Medium,60.166666666666664,69.0,73.5,Midfielder,32,2555.0,33.0,77.42424242424242,86.66666666666667,11.0,23.04002019946976,3.0,3.0,1.0,1164.0,106.0
andrewsurman,2019,46,388,251.0,5,29,11925.0,144,1986-08-20,178.0,73.0,England,Medium/Medium,60.166666666666664,69.0,73.5,Midfielder,33,4077.0,51.0,79.94117647058823,85.5,12.75,23.04002019946976,3.0,3.0,1.0,1552.0,82.0
andriyyarmolenko,2018,222,535,485.0,9,9,1979.0,47,1989-10-23,189.8,82.6,Ukraine,High/Medium,69.6,70.4,78.6,Forward,29,,,,,,22.9291328790441,3.5,2.0,,,
andriyyarmolenko,2019,82,535,1061.0,23,24,1979.0,47,1989-10-23,189.8,82.6,Ukraine,High/Medium,69.6,70.4,78.6,Forward,30,485.0,9.0,53.888888888888886,222.0,9.0,22.9291328790441,3.5,2.0,1.0,535.0,222.0
andriyyarmolenko,2020,53,535,433.0,15,25,1979.0,47,1989-10-23,189.8,82.6,Ukraine,High/Medium,69.6,70.4,78.6,Forward,31,1546.0,32.0,48.3125,152.0,16.0,22.9291328790441,3.5,2.0,1.0,1070.0,82.0
androstownsend,2012,14,528,1117.0,17,29,17256.0,243,1991-07-16,179.875,76.0,England,High/High,82.875,64.75,76.875,Midfielder,21,,,,,,23.489402966406388,4.0,3.0,,,
androstownsend,2013,70,528,1325.0,25,28,17256.0,243,1991-07-16,179.875,76.0,England,High/High,82.875,64.75,76.875,Midfielder,22,1117.0,17.0,65.70588235294117,14.0,17.0,23.489402966406388,4.0,3.0,0.0,528.0,14.0
androstownsend,2019,65,528,1379.0,24,29,17256.0,243,1991-07-16,179.875,76.0,England,High/High,82.875,64.75,76.875,Midfielder,28,2442.0,42.0,58.142857142857146,42.0,21.0,23.489402966406388,4.0,3.0,1.0,1056.0,70.0
andycarroll,2008,148,1945,583.0,13,24,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,19,,,,,,21.398267022291012,3.5,2.0,,,
andycarroll,2010,80,1945,2178.0,26,26,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,21,583.0,13.0,44.84615384615385,148.0,13.0,21.398267022291012,3.5,2.0,1.0,1945.0,148.0
andycarroll,2012,78,1945,2039.0,25,26,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,23,2761.0,39.0,70.7948717948718,114.0,19.5,21.398267022291012,3.5,2.0,1.0,3890.0,80.0
andycarroll,2013,352,1945,1174.0,15,15,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,24,4800.0,64.0,75.0,102.0,21.333333333333332,21.398267022291012,3.5,2.0,1.0,5835.0,78.0
andycarroll,2014,316,1945,1074.0,14,14,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,25,5974.0,79.0,75.62025316455696,164.5,19.75,21.398267022291012,3.5,2.0,1.0,7780.0,352.0
andycarroll,2015,22,1945,1544.0,27,28,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,26,7048.0,93.0,75.78494623655914,194.8,18.6,21.398267022291012,3.5,2.0,1.0,9725.0,316.0
andycarroll,2016,285,1945,1375.0,18,19,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,27,8592.0,120.0,71.6,166.0,20.0,21.398267022291012,3.5,2.0,0.0,11670.0,22.0
andycarroll,2017,99,1945,874.0,16,21,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,28,9967.0,138.0,72.22463768115942,183.0,19.714285714285715,21.398267022291012,3.5,2.0,1.0,13615.0,285.0
andycarroll,2018,337,1945,505.0,12,16,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,29,10841.0,154.0,70.3961038961039,172.5,19.25,21.398267022291012,3.5,2.0,1.0,15560.0,99.0
andycarroll,2019,190,1945,708.0,19,21,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,30,11346.0,166.0,68.34939759036145,190.77777777777777,18.444444444444443,21.398267022291012,3.5,2.0,1.0,17505.0,337.0
andycarroll,2020,38,1945,443.0,17,35,14975.0,245,1989-01-06,192.14285714285714,79.0,England,Medium/High,57.285714285714285,82.28571428571429,76.71428571428571,Forward,31,12054.0,185.0,65.15675675675676,190.7,18.5,21.398267022291012,3.5,2.0,1.0,19450.0,190.0
andyking,2014,16,111,1470.0,24,34,5495.0,94,1988-10-29,183.57142857142858,76.85714285714286,Wales,High/Medium,63.285714285714285,68.0,70.0,Midfielder,26,,,,,,22.807309724598404,3.5,3.0,,,
angelgomes,2018,10,25,35.0,2,3,71.0,5,2000-08-31,168.2,60.0,England,Medium/Medium,74.4,44.2,67.0,Midfielder,18,,,,,,21.207978158610228,3.0,3.0,,,
angeloogbonna,2015,33,664,2455.0,28,33,14899.0,163,1988-05-23,191.0,86.0,Italy,Medium/Medium,64.625,76.125,78.375,Defender,27,,,,,,23.573915188728378,3.0,1.0,,,
angeloogbonna,2016,200,664,1850.0,20,24,14899.0,163,1988-05-23,191.0,86.0,Italy,Medium/Medium,64.625,76.125,78.375,Defender,28,2455.0,28.0,87.67857142857143,33.0,28.0,23.573915188728378,3.0,1.0,1.0,664.0,33.0
angeloogbonna,2019,11,664,2937.0,31,36,14899.0,163,1988-05-23,191.0,86.0,Italy,Medium/Medium,64.625,76.125,78.375,Defender,31,4305.0,48.0,89.6875,116.5,24.0,23.573915188728378,3.0,1.0,1.0,1328.0,200.0
angeloogbonna,2020,70,664,2628.0,28,29,14899.0,163,1988-05-23,191.0,86.0,Italy,Medium/Medium,64.625,76.125,78.375,Defender,32,7242.0,79.0,91.67088607594937,81.33333333333333,26.333333333333332,23.573915188728378,3.0,1.0,0.0,1992.0,11.0
anthonyknockaert,2020,20,544,0.0,0,3,4891.0,72,1991-11-20,172.0,69.0,France,High/High,74.25,63.5,73.75,Midfielder,29,,,,,,23.323418063818284,4.0,3.0,,,
anthonymartial,2015,7,489,2777.0,31,31,12068.0,167,1995-12-05,183.14285714285714,76.0,France,High/Medium,88.85714285714286,70.28571428571429,80.57142857142857,Forward,20,,,,,,22.658628654038516,3.5,2.0,,,
anthonymartial,2016,7,489,1582.0,25,31,12068.0,167,1995-12-05,183.14285714285714,76.0,France,High/Medium,88.85714285714286,70.28571428571429,80.57142857142857,Forward,21,2777.0,31.0,89.58064516129032,7.0,31.0,22.658628654038516,3.5,2.0,0.0,489.0,7.0
anthonymartial,2017,14,489,1671.0,30,34,12068.0,167,1995-12-05,183.14285714285714,76.0,France,High/Medium,88.85714285714286,70.28571428571429,80.57142857142857,Forward,22,4359.0,56.0,77.83928571428571,7.0,28.0,22.658628654038516,3.5,2.0,0.0,978.0,7.0
anthonymartial,2018,55,489,1704.0,27,30,12068.0,167,1995-12-05,183.14285714285714,76.0,France,High/Medium,88.85714285714286,70.28571428571429,80.57142857142857,Forward,23,6030.0,86.0,70.11627906976744,9.333333333333334,28.666666666666668,22.658628654038516,3.5,2.0,0.0,1467.0,14.0
anthonymartial,2019,74,489,2723.0,32,32,12068.0,167,1995-12-05,183.14285714285714,76.0,France,High/Medium,88.85714285714286,70.28571428571429,80.57142857142857,Forward,24,7734.0,113.0,68.4424778761062,20.75,28.25,22.658628654038516,3.5,2.0,1.0,1956.0,55.0
anthonymartial,2020,135,489,1611.0,22,23,12068.0,167,1995-12-05,183.14285714285714,76.0,France,High/Medium,88.85714285714286,70.28571428571429,80.57142857142857,Forward,25,10457.0,145.0,72.11724137931034,31.4,29.0,22.658628654038516,3.5,2.0,1.0,2445.0,74.0
antoneerobinson,2020,10,230,2338.0,28,31,2338.0,28,1997-08-08,182.2,67.6,United States,Medium/Medium,85.8,64.6,69.0,Defender,23,,,,,,20.363383984740718,3.0,1.0,,,
anwarelghazi,2019,14,120,2148.0,34,37,3848.0,62,1995-05-03,188.75,87.375,Netherlands,Medium/Low,77.875,69.5,74.625,Midfielder,24,,,,,,24.525240121047325,2.5,3.0,,,
arongunnarsson,2018,79,332,2368.0,28,31,3987.0,51,1989-04-22,177.42857142857142,76.85714285714286,Iceland,Medium/High,61.0,75.14285714285714,70.0,Midfielder,29,,,,,,24.413897899860235,3.5,3.0,,,
arthurmasuaku,2016,160,348,1026.0,13,16,6938.0,92,1993-11-07,179.0,70.0,Congo DR,High/Medium,84.125,71.375,74.875,Defender,23,,,,,,21.847008520333322,3.5,1.0,,,
arthurmasuaku,2018,40,348,1862.0,23,35,6938.0,92,1993-11-07,179.0,70.0,Congo DR,High/Medium,84.125,71.375,74.875,Defender,25,1026.0,13.0,78.92307692307692,160.0,13.0,21.847008520333322,3.5,1.0,1.0,348.0,160.0
arthurmasuaku,2019,24,348,1030.0,17,24,6938.0,92,1993-11-07,179.0,70.0,Congo DR,High/Medium,84.125,71.375,74.875,Defender,26,2888.0,36.0,80.22222222222223,100.0,18.0,21.847008520333322,3.5,1.0,1.0,696.0,40.0
arthurmasuaku,2020,97,348,1045.0,12,12,6938.0,92,1993-11-07,179.0,70.0,Congo DR,High/Medium,84.125,71.375,74.875,Defender,27,3918.0,53.0,73.9245283018868,74.66666666666667,17.666666666666668,21.847008520333322,3.5,1.0,0.0,1044.0,24.0
arturboruc,2013,40,89,2718.0,29,29,12073.0,128,1980-02-20,193.0,87.25,Poland,Medium/Medium,,,74.75,Goalkeeper,33,,,,,,23.423447609331795,3.0,0.0,,,
arturboruc,2016,13,89,3325.0,35,35,12073.0,128,1980-02-20,193.0,87.25,Poland,Medium/Medium,,,74.75,Goalkeeper,36,2718.0,29.0,93.72413793103448,40.0,29.0,23.423447609331795,3.0,0.0,1.0,89.0,40.0
ashleybarnes,2016,96,792,1861.0,28,28,12047.0,177,1989-10-30,186.0,80.25,Austria,High/High,65.125,78.625,74.0,Forward,27,,,,,,23.196323274366975,4.0,2.0,,,
ashleybarnes,2017,64,792,2302.0,36,37,12047.0,177,1989-10-30,186.0,80.25,Austria,High/High,65.125,78.625,74.0,Forward,28,1861.0,28.0,66.46428571428571,96.0,28.0,23.196323274366975,4.0,2.0,1.0,792.0,96.0
ashleybarnes,2019,299,792,1396.0,19,19,12047.0,177,1989-10-30,186.0,80.25,Austria,High/High,65.125,78.625,74.0,Forward,30,4163.0,64.0,65.046875,80.0,32.0,23.196323274366975,4.0,2.0,1.0,1584.0,64.0
ashleybarnes,2020,9,792,1396.0,22,25,12047.0,177,1989-10-30,186.0,80.25,Austria,High/High,65.125,78.625,74.0,Forward,31,5559.0,83.0,66.97590361445783,153.0,27.666666666666668,23.196323274366975,4.0,2.0,1.0,2376.0,299.0
ashleywestwood,2012,9,345,2577.0,30,34,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Defender,22,,,,,,23.422521905024812,3.0,1.0,,,
ashleywestwood,2012,9,345,2577.0,30,34,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Midfielder,22,2577.0,30.0,85.9,9.0,30.0,23.422521905024812,3.0,3.0,0.0,345.0,9.0
ashleywestwood,2014,42,345,2262.0,27,29,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Defender,24,5154.0,60.0,85.9,9.0,30.0,23.422521905024812,3.0,1.0,0.0,690.0,9.0
ashleywestwood,2014,42,345,2262.0,27,29,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Midfielder,24,7416.0,87.0,85.24137931034483,20.0,29.0,23.422521905024812,3.0,3.0,1.0,1035.0,42.0
ashleywestwood,2019,24,345,3325.0,35,35,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Defender,29,9678.0,114.0,84.89473684210526,25.5,28.5,23.422521905024812,3.0,1.0,1.0,1380.0,42.0
ashleywestwood,2019,24,345,3325.0,35,35,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Midfielder,29,13003.0,149.0,87.26845637583892,25.2,29.8,23.422521905024812,3.0,3.0,0.0,1725.0,24.0
ashleywestwood,2020,12,345,3596.0,38,38,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Defender,30,16328.0,184.0,88.73913043478261,25.0,30.666666666666668,23.422521905024812,3.0,1.0,0.0,2070.0,24.0
ashleywestwood,2020,12,345,3596.0,38,38,22619.0,259,1990-04-01,172.875,70.0,England,Medium/Medium,62.5,69.125,75.375,Midfielder,30,19924.0,222.0,89.74774774774775,23.142857142857142,31.714285714285715,23.422521905024812,3.0,3.0,0.0,2415.0,12.0
ashleyyoung,2011,42,497,1642.0,25,28,31040.0,369,1985-07-09,175.0,65.0,England,High/Medium,76.875,63.125,78.0,Defender,26,,,,,,21.224489795918366,3.5,1.0,,,
ashleyyoung,2012,203,497,1430.0,19,20,31040.0,369,1985-07-09,175.0,65.0,England,High/Medium,76.875,63.125,78.0,Defender,27,1642.0,25.0,65.68,42.0,25.0,21.224489795918366,3.5,1.0,1.0,497.0,42.0
ashleyyoung,2014,71,497,2168.0,26,26,31040.0,369,1985-07-09,175.0,65.0,England,High/Medium,76.875,63.125,78.0,Defender,29,3072.0,44.0,69.81818181818181,122.5,22.0,21.224489795918366,3.5,1.0,1.0,994.0,203.0
ashleyyoung,2015,56,497,1138.0,18,25,31040.0,369,1985-07-09,175.0,65.0,England,High/Medium,76.875,63.125,78.0,Defender,30,5240.0,70.0,74.85714285714286,105.33333333333333,23.333333333333332,21.224489795918366,3.5,1.0,1.0,1491.0,71.0
ashleyyoung,2016,118,497,804.0,12,21,31040.0,369,1985-07-09,175.0,65.0,England,High/Medium,76.875,63.125,78.0,Defender,31,6378.0,88.0,72.47727272727273,93.0,22.0,21.224489795918366,3.5,1.0,1.0,1988.0,56.0
ashleyyoung,2018,7,497,2752.0,30,36,31040.0,369,1985-07-09,175.0,65.0,England,High/Medium,76.875,63.125,78.0,Defender,33,7182.0,100.0,71.82,98.0,20.0,21.224489795918366,3.5,1.0,1.0,2485.0,118.0
asmirbegovic,2013,25,42,3040.0,32,32,23622.0,252,1987-06-20,199.375,87.5,Bosnia and Herzegovina,Medium/Medium,,,79.25,Goalkeeper,26,,,,,,22.012362299898786,3.0,0.0,,,
asmirbegovic,2018,13,42,2280.0,24,36,23622.0,252,1987-06-20,199.375,87.5,Bosnia and Herzegovina,Medium/Medium,,,79.25,Goalkeeper,31,3040.0,32.0,95.0,25.0,32.0,22.012362299898786,3.0,0.0,0.0,42.0,25.0
axeltuanzebe,2019,113,566,210.0,5,14,955.0,18,1997-11-14,185.0,73.5,England,Medium/Medium,77.0,72.66666666666667,72.16666666666667,Defender,22,,,,,,21.47552958363769,3.0,1.0,,,
axeltuanzebe,2020,123,566,427.0,8,30,955.0,18,1997-11-14,185.0,73.5,England,Medium/Medium,77.0,72.66666666666667,72.16666666666667,Defender,23,210.0,5.0,42.0,113.0,5.0,21.47552958363769,3.0,1.0,1.0,566.0,113.0
aymericlaporte,2018,14,569,3227.0,35,36,6636.0,75,1994-05-27,189.25,85.0,France,Medium/Medium,66.125,79.25,84.375,Defender,24,,,,,,23.73269999598638,3.0,1.0,,,
aymericlaporte,2019,281,569,1139.0,15,17,6636.0,75,1994-05-27,189.25,85.0,France,Medium/Medium,66.125,79.25,84.375,Defender,25,3227.0,35.0,92.2,14.0,35.0,23.73269999598638,3.0,1.0,0.0,569.0,14.0
aymericlaporte,2020,28,569,1423.0,16,28,6636.0,75,1994-05-27,189.25,85.0,France,Medium/Medium,66.125,79.25,84.375,Defender,26,4366.0,50.0,87.32,147.5,25.0,23.73269999598638,3.0,1.0,1.0,1138.0,281.0
bacarysagna,2007,35,676,2583.0,29,29,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,24,,,,,,23.372933884297524,3.5,1.0,,,
bacarysagna,2008,16,676,3086.0,35,36,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,25,2583.0,29.0,89.06896551724138,35.0,29.0,23.372933884297524,3.5,1.0,1.0,676.0,35.0
bacarysagna,2010,32,676,3135.0,33,34,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,27,5669.0,64.0,88.578125,25.5,32.0,23.372933884297524,3.5,1.0,0.0,1352.0,16.0
bacarysagna,2011,268,676,1786.0,21,21,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,28,8804.0,97.0,90.76288659793815,27.666666666666668,32.333333333333336,23.372933884297524,3.5,1.0,1.0,2028.0,32.0
bacarysagna,2012,55,676,2360.0,25,26,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,29,10590.0,118.0,89.7457627118644,87.75,29.5,23.372933884297524,3.5,1.0,1.0,2704.0,268.0
bacarysagna,2013,13,676,3232.0,35,35,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,30,12950.0,143.0,90.55944055944056,81.2,28.6,23.372933884297524,3.5,1.0,1.0,3380.0,55.0
bacarysagna,2015,3,676,2583.0,28,34,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,32,16182.0,178.0,90.91011235955057,69.83333333333333,29.666666666666668,23.372933884297524,3.5,1.0,0.0,4056.0,13.0
bacarysagna,2016,163,676,1425.0,17,24,23890.0,267,1983-02-14,176.0,72.4,France,High/Medium,71.0,77.4,77.6,Defender,33,18765.0,206.0,91.09223300970874,60.285714285714285,29.428571428571427,23.372933884297524,3.5,1.0,0.0,4732.0,3.0
bakarysako,2015,26,376,1131.0,20,23,1884.0,47,1988-04-26,183.75,90.5,Mali,High/Medium,81.5,75.5,74.0,Midfielder,27,,,,,,26.80364662871952,3.5,3.0,,,
bakarysako,2016,79,376,171.0,7,21,1884.0,47,1988-04-26,183.75,90.5,Mali,High/Medium,81.5,75.5,74.0,Midfielder,28,1131.0,20.0,56.55,26.0,20.0,26.80364662871952,3.5,3.0,0.0,376.0,26.0
bakarysako,2017,255,376,538.0,16,20,1884.0,47,1988-04-26,183.75,90.5,Mali,High/Medium,81.5,75.5,74.0,Midfielder,29,1302.0,27.0,48.22222222222222,52.5,13.5,26.80364662871952,3.5,3.0,1.0,752.0,79.0
bakarysako,2018,16,376,44.0,4,7,1884.0,47,1988-04-26,183.75,90.5,Mali,High/Medium,81.5,75.5,74.0,Midfielder,30,1840.0,43.0,42.7906976744186,120.0,14.333333333333334,26.80364662871952,3.5,3.0,1.0,1128.0,255.0
bartoszkapustka,2016,2,525,0.0,0,8,0.0,0,1996-12-23,179.125,67.625,Poland,Medium/Medium,78.25,52.75,67.0,Midfielder,20,,,,,,21.07632424619757,3.0,3.0,,,
bastianschweinsteiger,2015,140,652,1267.0,18,18,1267.0,18,1984-08-01,183.0,79.0,Germany,High/High,45.666666666666664,75.66666666666667,82.33333333333333,Midfielder,31,,,,,,23.589835468362743,4.0,3.0,,,
bastianschweinsteiger,2016,9,652,0.0,0,4,1267.0,18,1984-08-01,183.0,79.0,Germany,High/High,45.666666666666664,75.66666666666667,82.33333333333333,Midfielder,32,1267.0,18.0,70.38888888888889,140.0,18.0,23.589835468362743,4.0,3.0,1.0,652.0,140.0
benchilwell,2016,63,521,754.0,12,27,11053.0,126,1996-12-21,178.0,75.42857142857143,England,High/High,77.14285714285714,68.85714285714286,73.85714285714286,Defender,20,,,,,,23.806517936047037,4.0,1.0,,,
benchilwell,2017,59,521,1979.0,24,32,11053.0,126,1996-12-21,178.0,75.42857142857143,England,High/High,77.14285714285714,68.85714285714286,73.85714285714286,Defender,21,754.0,12.0,62.833333333333336,63.0,12.0,23.806517936047037,4.0,1.0,1.0,521.0,63.0
benchilwell,2018,24,521,3420.0,36,36,11053.0,126,1996-12-21,178.0,75.42857142857143,England,High/High,77.14285714285714,68.85714285714286,73.85714285714286,Defender,22,2733.0,36.0,75.91666666666667,61.0,18.0,23.806517936047037,4.0,1.0,1.0,1042.0,59.0
benchilwell,2019,31,521,2500.0,27,28,11053.0,126,1996-12-21,178.0,75.42857142857143,England,High/High,77.14285714285714,68.85714285714286,73.85714285714286,Defender,23,6153.0,72.0,85.45833333333333,48.666666666666664,24.0,23.806517936047037,4.0,1.0,0.0,1563.0,24.0
benchilwell,2020,77,521,2400.0,27,34,11053.0,126,1996-12-21,178.0,75.42857142857143,England,High/High,77.14285714285714,68.85714285714286,73.85714285714286,Defender,24,8653.0,99.0,87.4040404040404,44.25,24.75,23.806517936047037,4.0,1.0,1.0,2084.0,31.0
bendavies,2013,21,449,3038.0,34,35,17799.0,219,1981-05-27,170.0,67.0,England,High/Medium,62.75,71.0,65.0,Defender,32,,,,,,23.18339100346021,3.5,1.0,,,
bendavies,2013,21,449,3038.0,34,35,17799.0,219,1981-05-27,170.0,67.0,England,High/Medium,62.75,71.0,65.0,Defender,32,3038.0,34.0,89.3529411764706,21.0,34.0,23.18339100346021,3.5,1.0,0.0,449.0,21.0
bendavies,2013,21,449,3038.0,34,35,17799.0,219,1993-04-24,181.625,75.375,Wales,Medium/High,75.375,72.625,78.0,Defender,20,6076.0,68.0,89.3529411764706,21.0,34.0,22.849466822091042,3.5,1.0,0.0,898.0,21.0
bendavies,2013,21,449,3038.0,34,35,17799.0,219,1993-04-24,181.625,75.375,Wales,Medium/High,75.375,72.625,78.0,Defender,20,9114.0,102.0,89.3529411764706,21.0,34.0,22.849466822091042,3.5,1.0,0.0,1347.0,21.0
bendavies,2013,21,449,3038.0,34,35,17799.0,219,1995-08-11,185.0,74.0,England,Medium/Medium,70.28571428571429,69.71428571428571,67.42857142857143,Defender,18,12152.0,136.0,89.3529411764706,21.0,34.0,21.62162162162162,3.0,1.0,0.0,1796.0,21.0
bendavies,2013,21,449,3038.0,34,35,17799.0,219,1995-08-11,185.0,74.0,England,Medium/Medium,70.28571428571429,69.71428571428571,67.42857142857143,Defender,18,15190.0,170.0,89.3529411764706,21.0,34.0,21.62162162162162,3.0,1.0,0.0,2245.0,21.0
bendavies,2014,66,449,956.0,14,27,17799.0,219,1981-05-27,170.0,67.0,England,High/Medium,62.75,71.0,65.0,Defender,33,18228.0,204.0,89.3529411764706,21.0,34.0,23.18339100346021,3.5,1.0,0.0,2694.0,21.0
bendavies,2014,66,449,956.0,14,27,17799.0,219,1981-05-27,170.0,67.0,England,High/Medium,62.75,71.0,65.0,Defender,33,19184.0,218.0,88.0,27.428571428571427,31.142857142857142,23.18339100346021,3.5,1.0,1.0,3143.0,66.0
